,text
2015,Se podrá hacer portabilidad de Nómina???
2016,"Cuáles son los beneficios de Nu, tarjeta de crédito?"
2017,"Nice bien bien , me registrare"
2018,Eres el mejor tío NU 💜💜💜
2019,Donde me registro!!
2020,Me llegó un correo que mi disposición de efectivo cambia del 20% al 5% por corte no entiendo porque disminuye no se me hace lógico he tenido buen historial ojo aquí 😭
2021,@pablo29ochoa .! El es el bueno 🟣🟣🟣🟣🟣
2022,Yo Merengues :3
2023,👏🏻👏🏻😍🙂🙏🏻💜💜💜💜💜🤍🤍🤍🤍🤍
2024,Y si por error mi celular detecta otra terminal se pagaría con mi tarjeta Nu
2025,Por que quitaron los msi en Walmart y sams club?😢
2026,Excelente noticia! Yo esperaba el nuviembre pero esta noticia calmó mi ansieda! Enhorabuena Nu!!
2027,Te amo moradita 💜💜
2028,Falto decir que el dispositivo debe tener NFC
2029,¿Usa tecnología NFC del celular? 🤔
2030,aún no tengo actualización de mi tarjeta
2031,"Obviamente hay que tener desbloqueada la tarjeta para hacer pagos, ¿cierto?"
2032,"😍💜😍💜😍💜 Así he pagado en otros países, súper prácticoooo!!! 👏👏👏💜💜💜💜💜"
2033,Hace rato me quedaron viendo raro en el metrobús cuando pagué con Google wallet ajaha
2034,Pa cuando el Cash Back !??
2035,❤️❤️❤️❤️❤️queen 👑
2036,💜💜💜 te amamos Jen !
2037,La mejor de todas es la moradita💜
2038,Rifadisima 👏🏻💜!!!!
2039,"En los últimos dos meses su servicio a sido pésimo y va de mal en peor, hago el pago de mi tarjeta por SPEI que se supone es inmediato pero los dos últimos meses tuve que levantar un reporte porque nunca se reflejó, ahorita le acabo de abonar “poquito” para ver si siguen con lo mismo, y si, sigo esperando a que se refleje el pago…
Porque les aseguro que mañana a esta hora tendré que estar levantando oooootro reporte porque no sé reflejo el pago"
2040,Aumenta meu limite pela mor Deus kkk
2041,💜💜💜💜
2042,Recomendada 100%😍💜
2043,Ami ni me la dan :(
2044,Genios!! 💜💜💜
2045,🔥🔥🔥🔥🔥🔥
2046,Una portería…. Con fuego?🔥🔥🔥🔥
2047,❤️❤️❤️❤️
2048,@gabylacue
2049,@anaking.balboa
2050,🙌🙌
2051,🙌🙌🙌🙌🙌🙌🙌
2052,🔥🔥
2053,Uwu quiero escuchar a la bellísima de @kameoyo ❤️
2054,😮😮
2055,❤️🔥❤️
2056,👏👏👏
2057,😍😍😍amooo
2058,💥💥💥
2059,Que fregón!!!
2060,🔥🔥🔥
2061,Me lo veré solo por la gran @kameoyo
2062,Me la pase increíble! Muchas gracias por la invitación ❤️
2063,Hola cómo saco mi tarjeta de crédito ? Y tiene meses para comprar boleto de avión ?
2064,👏👏👏👏💜💜💜💜
2065,Hola!! Queria usar mi tarjeta ahora en buen fin en walmart y ya no tienen convenio a meses 😪 porqueeeeee??
2066,Tío Nu súbeme mi línea de crédito por favor 💜💜
2067,Saludos!!! Tienen planes de hacer convenio con Mercado Libre para los MSI? La verdad sería de lo mejor...
2068,@ambxiaca
2069,🔥🔥🔥🔥
2070,Que bonito hasta me quiero endeudar con NU 💜💜💜😍
2071,Cómo quieren que salga de viaje si no aumentan mi línea de crédito 😢
2072,"Te amo Nuuu, que bonito 💜"
2073,😍😍😍 qué buenas ilustraciones
2074,Qué hermosas historias 😍💜
2075,"Aun que no fue una compra a meses sin intereses, si pude diferir mi compra a 6 meses y quede muy contento con los intereses a pagar, gracias a ti NU, tendré mis vuelos a Honolulu Hawaii🏖 🥰, tengo un año con ustedes y la verdad es lo mejor, siento que absolutamente todo es transparente, compras, MSI, pagos mínimos, y poder diferir compras, Mahalo (gracias en Hawaiano) por su gran trabajo, tengo un banco en quine confiar 💳 🤝✅️"
2076,💜💜💜💜💜
2077,Donde o cuales son las tiendas que tienen meses sin intereses con NU🤔🤔🤔
2078,Por favor pongan la promo de NUviembre para quien ya es usuario 🥺🥺
2079,Y NUviembre? 😢 Es cierto que sólo será válido para nuevos usuarios?
2080,No es posible que nada más a los nuevos clientes si les van a dar la promoción de NUviembre mientras que los que somos clientes así como yo y que vamos al corriente con los pagos no nos van a dar ese privilegio muy mal NU
2081,🤍💙🤍💙🤍
2082,💙🤍🧡💙🤍
2083,💙🤍🧡🧡💙
2084,Tienen el mejor sistema de Atención al Cliente... Si lo sabían verdad?
2085,Donde me inscribo? O link
2086,Para cuando la tarjeta de Débito ? Con posibilidad de inversión como tipo DINN pero con el estilo Nu ?sin duda la mejor tarjeta la AMO
2087,"Cuando darán puntos por las compras, son la mejor tarjeta"
2088,Hablemos de dinero😎💜
2089,"HOLA, PARA CUANDO LA TARJETA METÀLICA? YA ESPERAMOS MUCHO 😢😢😢"
2090,Me encantará!!!!💜💜😍
2091,👏👏👏
2092,"Cuando tenga la tarjeta ,cómo darme de baja o cancelarla ???la queiro para algo temporal"
2093,Como que este año no hay MSI en tiendas que no ofrecen MSI?😢 o gestionen MSI para @walmartmexico que necesito un cel nuevo @nu.mx 🙌🙌 #NuestraSeleccion
2094,"Nunca me aumentan el límite de crédito, tengo meses gastandola toda pagando a tiempo, y lo único que recibo es sus recomendaciones 🙃 provoca es darla de baja"
2095,Como puedo pedir mi tarjeta
2096,Hay costos por reposición?
2097,"Son geniales @nu.mx !!! @klar.mx es una B A S U R A ya a comparacion de ustedes, sigan asi"
2098,A parte de hacer compras con la tarjeta se puede retirar efectivo ??
2099,Aumenta meu limite no crédito pela mor Deus kkkkk
2100,Nuviembre es para clientes viejos también?
2101,"Tengo 20 años me la dieron el año pasado en octubre , es mi primera tarjeta de crédito y puedo decir que es la mejor tarjeta , nunca eh tenido problemas con ella y la seguire teniendo por siempre , nada que ver otros bancos , un fuerte abrazo al equipo de nu 💜💜💜 y seguir echandole ganas para obtener una moto con mi tarjeta"
2102,Q hacer para obtenerla
2103,Aún no puedo obtener la tarjeta moradita
2104,Cómo puedo obtener está TDC?
2105,"Hola, la verdad me encanta mi moradita y ma he usado mucho y en el extranjero y pago total pero no me aumentan :c tengo conocidos que no hacen sus pagos totales y ya les han aumentado hasta 2 ce"
2106,cómo la puedo tener ya que me la recomendaron y si es buena la tarjeta de crédito
2107,La gente quejándose por nuviembre pero yo feliz porque ya se puede comprar a meses sin intereses en @elpalaciodehierro y en cualquier departamento ! Acabo de comprar una chamarra the north face ! Increíble #soytotmentepalacio
2108,"Que triste saber que no tendremos NUviembre los de antaño, dicen que habrá beneficios, pero son los mismos que cualquier otra Mastercard te da, no hay beneficio especial por ser cliente NU, mal ahí, muy mal."
2109,Por que están cancelando tarjetas?
2110,😮😮😮
2111,"No puedo creer que no nos pongan el nuviembre a todos 😢, después de todo lo que hemos pasado juntos durante estos años, 😐"
2112,💙🤍🤍🥰🥰
2113,Me encanta NU 💜💜💜💜💜💜💜💜💜💜💜
2114,Para cuando MSI con @mercadolibre.mex ????
2115,Ya no tienen de aliado a Aeroméxico? 😢
2116,"Hola, salgo de viaje a USA, puedo usarla con tranquilidad?"
2117,"Excelente tarjeta , la amo ❤️👏"
2118,"Que paso nu, claramente cuando pedí la tarjeta puse que la dejaran en el buzo de mi edificio por que no estoy cuando el mensajero lleva la tarjeta y ahora ni tarjeta ni intentos de dejarla muy mal"
2119,Ya fue jajaja
2120,😍😍😍
2121,🧡💙🧡🤍🥰
2122,Ya autorizenme la nu entre con invitación y todo 😢
2123,🧡🤍💙💙🧡
2124,La uso demasiado! Pará ser más perfecta falta los MSI y recompensas! 🔥❤️
2125,"Ti@ Nu, este año habrá NUviembre? 🔥💜"
2126,"Yo llevo meses preguntando para cuando el programa de recompensas y nada más dicen ""pronto, pronto"" pero no veo claro😢 solo le falta eso a la moradita y seria P🔥E🔥R🔥F🔥E🔥C🔥T🔥A🙌"
2127,Ya que llegue Nubibre tío que onda habrá???
2128,Gracias 💜💜💜
2129,"No atienden, te contesta un robot que no te resuelve nada."
2130,"Andamos arremangados, mi nu. Pa cualquier cosa 🤠🐎"
2131,Tío Nu habrá Nuviembre?? 🤔
2132,Que bien tío nu 💜 👍🏻para que no le anden diciendo a uno no anda al corriente con los pagos de su tarjeta
2133,🥰💙🤍🧡
2134,🧡🤍💙🤍🧡
2135,"POR FAVOR HAGAN HIPER SEGURA Y CONFIDENCIAL LA INFORMACIÓN, QUE NO LES PASE COMO A LOS BANCOS TRADICIONES QUE CUALQUIER TRABAJADOR DE SUCURSAL TIENE ACCESO A TODO DE CUALQUIER CLIENTE"
2136,"Yo no puedo inscribirme, no me llega el mns de confirmación 😢"
2137,@cc_yul_
2138,Mi esposa
2139,🤠
2140,@patriciafloreslopez
2141,@constanzafrm 🍵🫶🏻
2142,Con el hombre más lindo y maravilloso Arnold ❤️❤️
2143,@garciamirnaa jiji
2144,@denisse_quin por más cafés cute juntas ❤️
2145,@sharon_stt ella me lleva al té 😉
2146,Con mi esposito momentos únicos
2147,@samircastaneda 💜
2148,❤️@ginaneira1
2149,Con mis amigas tío nu 💜😂😂😂😂
2150,La mejor tarjeta 💜💯
2151,"Faltó un acento en ""mamas"""
2152,👏👏👏 💜
2153,😮 diablos señorita!
2154,Gracias Nu
2155,💜💜
2156,Si por cuidarme te amo💜si por quererme te adoro💜si por protegerme la vida💜pues eres mi gran tesoro💜💜💜💜por eso te amo mi moradita 💜💜💜💜💜💜💜💜💜💜💜💜💜💜☘️☘️😘🥳
2157,Fan fan fan!! 💖💜💖💜
2158,Fan de Nuuu!! Gracias!!!!
2159,Ay Nu me encanta todo lo que haces la verdad pero creo que este contenido así no va :(
2160,Soy faaan!! 💜
2161,Amooo 💜
2162,😍😍😍😍👏👏👏gracias!!!
2163,Cracks!!🔥
2164,Gracias NU por preocuparte por nosotras 💜💜💜😘😘👏🏻👏🏻👏🏻
2165,Cómo funciona ??
2166,Amo nu 💜💜💜
2167,.
2168,😢b la la la no se
2169,"Ke es esto me encanta su publicidad, voy a sacar mi moradita"
2170,¿Aumentarán crédito para el buen fin? 👉🏾👈🏾
2171,Puedo pedirla si soy extranjera con residencia permanente?
2172,Excelente!!!💜💜💜💜💜
2173,Ya esmamos en octubre nunca me llego
2174,😍😍😍
2175,💜💜💜💜💜
2176,🥹🥹💜
2177,Mi historia es que ya les debo un chingo alav
2178,Buena forma de aplicar el storytelling y conectar su avatar 😉
2179,La moradita es la torta bajo el brazo 💜✨
2180,Ya eligieron?😢
2181,Todo por no convocar al chichaGOD no puedo participar jaja
2182,Excelente equipo Nu 👏🏽
2183,Mandaré el mío💜
2184,@alejandro420art
2185,Perdón por no tener apellido de futbolistas 😢
2186,Tengo Jiménez pero en segundo apellido. Se puede??? Saludos
2187,@mati.8a
2188,weyyy no soy fuentes y solo esta funes jajaj
2189,"@nu.mx Y si no es mi apellido, pero si mi nombre??? Jajaja"
2190,El mío no está por qué es muy común y serían muchos 😓 espero me toque un día de estos
2191,HAAAAAHAHAHAHAHAHA jamás escogerán mi apellido porque es raro... 🙄😒 Gracias por la discriminación 😑
2192,@leoo.jpz miRAAAAA😮
2193,"@alejandrochavezgo vas prro, podrías ganar increíbles premios 😜"
2194,Yo soy Vazquez sin acento pero soy 😂
2195,"Llevo varios días con el chip, lo rechazan, solo puedo completar compras cuando la terminal del negocio acepta el tap pero no son todas ..será que necesito nuevo plástico???"
2196,Cómo. Son. Los. Medios. De. Pago...osea dónde. Se. Paga la. Factura
2197,"Es más fácil cambiar tu teléfono en bancomer bbva que NU, enviar una foto con tu identificación por Dios! Que retrógrados"
2198,Una pregunta.. que sucede con los msi en walmart?.. se vencio su acuerdo??.. es que llevo dias queriendo comprar en la app de walmart pero ya no puedo comprar a msi
2199,"Es cierto, soy de Michoacán y hasta acá llegó mi moradita"
2200,Yo estoy muy complacido con la tarjeta lo único es que ya tengo un año con ella y e solicitado un aumento a mi credito pero me a sido negado y la verdad no entiendo por qué en este año nunca me e atrasado en un pago y pago el 100% del estado de cuenta no doy mínimos 👍
2201,Te tqm Nu💜
2202,💜🖤💜
2203,"Inteligente? Que sea más fácil activar tu app bbva bancomer en un nuevo teléfono que la de NU pidiendo una foto con credencial, menos mal no ponen un famoso a anunciar a NU que quemon se pegaría con estos tirándosela de fintech cool y el dinosaurio de bancomer lo hace mejor"
2204,Hola porque no puedo pagar con su tarjeta ya van 6 Tiendas que les dice que no hay conexión o agotado el tiempo de espera
2205,Sssqpocodisldpspsspodododlckjgkig😮😂aiododlskskskododoeoeudfu8tuuhwujbg😂dmelewhdhwjuwzldzkkssklsozsodooqoskslwlddwi01wpps😂qp poqoowpqppqpqpspp😮😍dklwldifjdowowkwdleurtujgitjcfnccn
2206,Uuruyrj bdqlwowodij
2207,Aplican los msi tío nu 💜
2208,🙌💜💜💜💜💜
2209,👏💜💜💜💜💜
2210,🙌👏
2211,"Necesitamos promociones para este buen fin, HSBC y compañía los están dejando muy atrás 😅"
2212,@kevin_joshimar wow 😮👏
2213,💜💜💜💜💜👌
2214,🔥🔥🔥💜💜💜
2215,E😢😢🔥
2216,💜💜💜💜💜
2217,💜💜💜
2218,"Después de ser usuario por más de 20 años con otras instituciones, tengo que FELICITARLOS por su tan modelo de negocios disruptivo basado en la confianza, la simpleza transparencia y bienestar. Que sigan ganando seguidores ❤️"
2219,"Después de ser usuario por más de 20 años con otras instituciones, tengo que FELICITARLOS por su tan modelo de negocios disruptivo basado en la confianza, la simpleza transparencia y bienestar. Que sigan ganando seguidores ❤️"
2220,"Yo kiero el mio,que tengo k hacer"
2221,"Ya quiero la tarjeta en mayo la tramite pero me mandaron a lista de espera por tres meses,me espere y ahorita en septiembre lo volví a intentar y me volvieron a poner en lista de espera que puedo hacer."
2222,"Bandera de México que estás en el cielo, extraño el #bellaqueomorado y las noches de perreo🇲🇽 #MORADITA
#girarlamoradita"
2223,"yo para recomendar Nu, saltaria de un avión con la confianza de que mi paracaidas es versión ""Nu"" y que así como en la vida cotidiana, me salva en momentos muy arriesgados pero más felices de mi vida."
2224,💜amo mi moradita me a permitido viajar mas🎉🎊🎶
2225,"Seguro lo preguntan mucho, pero ya tienen tarjetas corporativas? 💜"
2226,@nu.mx Ayer no me aceptaron mi tarjeta en una taqueria 💔
2227,"Tío nuuuu, ya se están tardando de los nuevos servicios, ya firme mi nuevo contrato hace semanas 🤷‍♂️🥹"
2228,"Mi Nu, lo mejor de lo mejor!! 💜💜💜💜💜💜💜💜💜💜"
2229,👏🏻💜💜💯👍🏻🎊📢💜🇲🇽🇲🇽🇲🇽
2230,Los mejores!
2231,Ya tienen beneficios de meses sin intereses?
2232,Yooo!!
2233,Hacerles publicidad en mis conciertos porque son la mejor tarjeta de crédito que he tenido!
2234,Irme de viaje de imprevisto 🙌❤️
2235,Me atrevería a ponerme la botarga de Moradito y recorrer desde el angel hasta el zócalo promocionando a la mejor tarjeta de todas La moradita
2236,Con Nu para comprar mis boletos de avión e irme al extranjero😍😍😍🫶🏻💜
2237,👏👏 zz as zz zzzzz
2238,❤️❤️❤️
2239,La mejor tarjeta sin duda tío Nu recomendado 100% ojala pronto me den un incremento y listo saludos Nu! 💜
2240,"Por recomendar a Nu me atrevería a: Hacer una gira con mi mejor amigo Moradito 💜.
En un BUS 🚌 morado fncy 😎, con música y todo el staff de NU.
Con temática de fiesta por todos los futuros miembros que se unirán.
Iniciando por la calles principales de la CDMX con pequeños detalles para los futuros clientes y folletos promocionando la mejor tarjeta que dice: ADIÓS A LA BUROCRACIA 🤩"
2241,Me atrevería a pagar la Universidad de mi hermana 🙌
2242,La usaré para pagar mi segunda especialidad 👏
2243,#PregúntaleAAlguienConNu Con Nu me atrevo a comprar unos nuevos mixers y seguir la festa Thanks Nu 🥳🎵🎼🎶🎶🔊
2244,Cancelar todas mis demás TDC si me dan la suma total del límite de crédito
2245,Por recomendar NU me quedé sin aumentos soy totalero e incluso pago antes de cortes a tiempo y sin complicaciones así las cosas con los NU😔
2246,"Si la moradita confió en mi, con ella al infinito y más allá. 💜"
2247,volar alto
2248,Información por favor
2249,Yooooo quieroooo
2250,😍😍😍 yoooo! 💜
2251,"HOLA NU, CUÁNDO SACARÁN LA TARJETA METÀLICA? MORIMOS POR ELLA 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺"
2252,No puedo creer que ya me dieron mi Américan Platinum y tengo Banamex Gold y su basura de tarjeta me la pusieran en espera o necesite invitación 😂😂😂
2253,Sin duda la mejor me encanta
2254,Yo
2255,😍
2256,Me Robo el 💜 cuando la Recibí. #pregúntaleaalguienconnu
2257,Estoy super listo con mi Moradita @nu.mx
2258,"Me encantaría publicitar lo que NU me ha dado, y no hablo de lo financiero...ha sido para mí una experiencia que merece ser contada...❤️"
2259,Me encanta x eso la recomiendo 💜💜💜
2260,Estoy lista 😍🔥
2261,@daniel_hurtado57
2262,Ya se pueden abrir cuentas en México????😮
2263,💜 la conozco toda desde que estoy con ustedes
2264,Tus próximas vacaciones..😎☎️🚍🏝️⛱️🛫🤪👍
2265,te amo mucho tio Nu
2266,💜💜💜
2267,Bm
2268,Llevo más de 6 meses aplicando para la tarjeta y nada entró por su sola y con código de referido y con personas que ya la tienen y nada siempre en su lista de espera... Creo que nadie se toma el tiempo de checar las siento que es por suerte o default así que no creo que se la den a todos que publicidad más engañosa
2269,I love NU 💜
2270,Love u ❤️
2271,Esto es otra onda!
2272,Están en otro nivel 💜
2273,La mejor es Nu
2274,👍💜 la mejor no hay otra
2275,🔥👏💜
2276,💜💜💜
2277,Top 🔥🔥💜💜
2278,El futuro es morado ☮️💜
2279,🙌💜💜💜
2280,El morado es mi color favorito 💜💯
2281,Dispuesta a que me pinten mi casa de color💜💜💜💜💜💜💜💜💜💜💜💜🤞🤞🤞💯👋
2282,El carro es 3D?
2283,💜
2284,Hermosa foto 🥰🥰🥰🥰
2285,El fino ojo de @abraham.esli 👁
2286,De película 🍿😍
2287,"Valiant Duster 1974, mi mamá tuvo uno 😮"
2288,Cuánto cobra de anual?
2289,Estoy en lista de espera desde hace más de un mes por qué ? 😢
2290,Ami no me han dado respuesta 😢me enviaron a lista de espera
2291,Ola nu oye se puede retirar dinero y en donde. Saludos
2292,Ni me queren dar la targeta
2293,Muy contento de ser parte de Nu! Pero hasta cuando tenemos que esperar para tener MSI en @mercadolibre.mex 🥴🤦🏾‍♂️
2294,"Nunca pierdas esa calidad de servicio, me encanta! 💜👌🏻"
2295,Excelente servicio ⭐⭐⭐⭐⭐
2296,"Estaría chido que de casback ,y tenga beneficios en cines, más tiendas sería cool"
2297,💜💜💜💜💜💜💜💜💜💜
2298,"Paso a felicitar a esta gran institución que CONFIA en NOSOTROS. Por primera vez en más de 20 años, mi FUTURO CAMBIA , GRACIAS A NU , y es un gran futuro MORADO 💜💙💜💙💜💙"
2299,Saludos..🤪🚍⛱️☎️😎🏝️🛫👍
2300,"HOLA NU, NECESITO AUMENTAR MI LIMITE DE CRÉDITO, LA APP ME LO NIEGA DESDE HACE MESES. PIDO SU AYUDA. SALUDOS"
2301,Ya la solicite espero no me defraude 🤔
2302,.
2303,....
2304,..
2305,.
2306,..
2307,"Lá mejor tarjeta del mundo, eres muy triste que no eres possible solicitar tarjeta nu desde Estados Unidos. 😔"
2308,Saludos..🤪🚍⛱️☎️😎🏝️🛫👍
2309,"Por trabajo y gusto, cambio constantemente de equipo, algo así como un test para dar mi experiencia de uso real con las aplicaciones que siempre uso (las bancarias son la prueba de fuego por el estigma a ciertas marcas de equipo). Es una pena para mí estar constantemente tener que estar autorizando a cada cambio, podrían dar una alternativa"
2310,Hola 💜 puedo abonar a mi tarjeta antes de la fecha de corte? O hay penalización?
2311,Por eso me encanta esta tarjeta 💜💜💜 gracias por siempre darnos mucha información
2312,"Información que cura y chida, no como otros que dan contenido basura como #tarjetastori"
2313,"💜💜💜 es un proceso padrísimo que casi nadie tiene, se nota que importa mucho la seguridad de sus clientes 💜💜💜"
2314,"La Moradita es la mejor!!!! 💜👾
Sin duda🙌"
2315,Fan por siempre de Nu 💜💜💜
2316,Amooo a mi moradita ! 💃💜
2317,Ya la estrene 🙈🙈❤️
2318,Tus próximas vacaciones...🤪🚍⛱️😎☎️🏝️🛫👍
2319,Me dieron 2mil después de qué tiempo sube ?
2320,"- qué si eres buen Usuario y pagas mínimos o totales - pasaran los menes y te irán aumentando el crédito; ya que en NU, es IMPOSIBLE te den un aumento de tu línea de crédito por buen uso o tiempo. En lo personal subí desde la app mis tarjetones de pago del IMSS, como médico, para aumentar la línea de crédito, y pasó lo mismo que pasa con los expedientes de las Procuradurias de justicia en México, "" NADA "". Incluso antes de salir de vacaciones hice una nueva petición de mi línea de crédito desde la app; y no fue aprobada, eso que los comprobantes qué adjunte desde al app. Es más del doble del límite de crédito qué tengo autorizado, pero los procesos y procedimientos, no son los mejores. Así que en lo personal, recomendaría hacer el proceso en las páginas web de las diferentes instituciones financieras, antes de querer solicitar tu tarjeta NU, con los bancos tienes la opción de ir a la sucursal y hablar con un ser humano, al querer hacer una aclaración, con NU no tienes ninguna opción de hacer algo si no es desde la app. Y reitero, su atención no es buena, ni los procesos o procedimientos, ante cualquier situación qué usted se le suscite. Piensen bien, lean las promociones qué ofrecen, el CAT qué tienen, si tienen alguna recompensa, etc. O si necesitas accesos a salas lounge de los aeropuertos o transporte de hotel - aeropuerto ( viceversa) qué se yo, cada quien necesita o gusta de diversas recompensas o privilegios, pues aunque esté avalada por MASTERCARD, no te ofrece NADA. Cabe mencionar qué si sabes de los diferentes tipos de tarjetas qué existen, como la básica, dorada o platinum, NU se promociona como Gold Card, pero la atención no es nada Dorada, es más bien básica o menos que eso."
2321,"La tarjeta la solicitas por la app. Todo el proceso es desde tu smartphone, es un procedimiento muy sencillo, y si aún tuvieses alguna duda, la ayuda y las instrucciones de todo el proceso están muy bien descritas. Una vez terminado el proceso de solicitud, y el crédito ha sido aceptado, te llega un plástico muy bonito en un sobre con la publicidad, le acompaña un tarjetero del color de la tarjeta, con forro elástico y el soporte de plástico, para que ahí guardes tu tarjeta; debo reconocer qué tienen un excelente equipo de publicidad. He tenido por varios meses la tarjeta, y pues es como cualquier otra tarjeta, tienes un crédito y lo puedes utilizar, desde la app puedes diferir a meses por una cuota muy accesible dependiendo de los meses al qué mandes tu compra. Después de la fecha de corte tienes 20 días para hacer tu pago, ya sea el mínimo o el pago para no generar intereses ( como todas las tarjetas ). Según ellos no checan tu historial crediticio, pero esto es un engaño, ya que tengo varios conocidos qué están en Buró de crédito y no les han autorizado la tarjeta, o jóvenes qué nunca han tenido un crédito y también se las han negado por esta situación.
Su departamento de atención telefónica no es el más calificado y no tiene caso llamar, pues no te resuelven nada, digamos que es una tarjeta, de la cual tienes que resignarte de que lo que te aparezca, es lo que es, y así será. No te levantan una aclaración, ni por fraude, por robo o extravio, y si deseas hacerlo, debes preparar tus dedos y tu cuello, para abrir un chat y estar más de una hora chateando con la persona que te pide le esperes un momento y pasan los minutos y nada. Hoy día todos los bancos ( hasta American Expréss ) ( menos HSBC ) tienen el procedimiento de solicitud por Internet, NU es lo mismo que cualquier otra institución financiera, así que si deas una tarjeta de crédito, yo recomendaría hacer la solicitud en Banamex, BBVA México, Scotiabank, Santander, etc. Incluso si te gustan las tarjetas de tiendas como BanCoppel o Banco Azteca ( a mi en lo personal no me gustan estas dos últimas ); estas tarjetas te pudieran dar un mejor límite de crédito, y tienes la certeza...."
2322,"Me encanta la app de Nu. Solo hay 3 aspectos que ojalá puedan implementar pronto: mejorar la seguridad (CVV dinámico, por favor), quitar los números de la tarjeta física y un programa de cashback."
2323,Para cuando en Perú? :(
2324,"Gracias Nu, me acaban de autorizar un aumento en mi línea 😎"
2325,Tardan meses en darte respuesta!! Que flojera
2326,💜💜💜💜💜💜💜💜💜💜💜💜💜💜 saludos..
2327,Que mentira que te la dan en 3 minutos yo llevo una semana y nadamás nada que fraude y yo que estaba bien emocionado
2328,Me encanta la moradita❤️👏
2329,Tendrán una lista donde pueda pagar con Apple Pay? Porque solo pasa en el metrobús
2330,@nu.mx desde Monterrey con sabor a casi viernes y la moradita lo sabe la mejor tarjeta 💜💜💜
2331,Good morning ☀️ I love nubank 😈
2332,D fx;;_
2333,Como se hace para tramitarla
2334,💜💜💜
2335,Msi en mercado libre porfas moradita 🥺
2336,💜💜💜
2337,Gracias por sus confianza de otorgarme la tarjeta!!
2338,Está linda 💜💜💜💜🥰🥰🥰🥰👍👋🎉🎊
2339,Five night's at NU
2340,"La Nu , la Numero 1 💜💜💜💜 Mi moradita querida"
2341,❤️excelente tarjeta❤️
2342,💜💜💜💜💜💜💜💜💜💜
2343,💜💜💜💜💜💜💜💜💜💜
2344,Mexico y sus botargas
2345,@nu.mx Que ya se venga la Ultravioleta 💪🏽💪🏽💪🏽
2346,💟☮️
2347,"🙌2,l😮2oz🙌2z,en"
2348,🙌wz9
2349,Ys van 4 veces que me mandan a espera 😔
2350,👏🏾👏🏾👏🏾
2351,Quiero una playera como esas! 😍💜
2352,Sin duda la mejor de lo mejor son grandes 👏🙌🙏❤️
2353,Quisiera una playera así como cliente 👏
2354,"@nu.mx Ya se habían tardado en sacar el cobre y ser como todos los bancos de abusivos y rateros con su nuevo aumento en las tasas de interés anual ¿Enserio del 39% al 49%? ¿Y ningún beneficio para sus mejores clientes que pagan siempre a tiempo?
@heybanco es mil veces mejor ya que premian a sus clientes Hey Pro, con 16% de interés anual por diferir deudas, y para clientes sin el estatus, el 29%.
Lo sé porque soy clienta de ambas instituciones bancarias y se ve realmente la calidad en los beneficios que ofrece y mantiene Hey Banco, además de ofrecer otros productos para diversificar nuestro dinero, Vs. El aumento en la tasa de interés anual, y la evidente disminución en la calidad del servicio que ofrecen ustedes (NU) con sus pseudo beneficios que enlistan en el correo:
""0 anualidad
0 costo de reposición de tarjeta
Atención personalizada 24/7
Pagos a MSI y mucho más""
Siendo honestos, para nada destacan con eso de entre otras instituciones bancarias que brindan lo mismo, y hasta más y menos con el hecho de ofrecer a la gente, diferir sus pagos a meses sin intereses ya que son en contadas tiendas, además de que para hacer efectivo el beneficio, siempre piden que la compra sea arriba de $2000 o $3000 MXN. Así que chiste.
Ningún Vadhir Derbez ni otro actor que inviten a sus comerciales, va a hacerlos distinguir con esos aumentos que están aplicando y beneficios tan comúnes y sin chiste, deberían reinventarse.
Me arrepiento de haber sacado tarjeta con ustedes y la voy a cancelar para quedarme con Hey Banco, que si es un banco bueno y de calidad 😡🤬💔"
2355,El xpeer de Nu más guapo 🫣
2356,Excelente información 💜@nu.mx 💜
2357,Muy Completa la Info. Muchas Gracias ✌🏼 Saludos a la Familia Morada 😃
2358,Tqm Nu
